-0.015629144	0.0045171604	-0.05421405	0.0065811495	-0.016830392	-0.03480112	0.0026214228	-0.008911951
-0.04135057	0.029032819	-0.13558239	0.029062001	-0.028007794	-0.1397087	0.060399543	-0.057987764
-0.079528965	0.06855726	0.14081727	0.049119074	-0.015251026	-0.04381285	0.0747138	-0.0139668975
0.18913275	-0.094629236	0.15917622	-0.13320358	0.2110395	0.10258466	-0.14673564	-0.0833311
0.009903663	0.03559536	0.113199174	0.02759311	-0.015066101	0.042435154	0.039550435	-0.07468891
-0.00021261569	0.03699202	0.12747848	0.009209113	-0.005712177	0.09656027	0.023713	-0.013336288
0.111390606	-0.10894003	0.065986864	-0.117266655	0.09980522	0.053723287	-0.093031995	-0.12148087
0.006044417	0.028906463	0.03519118	-0.010658364	-0.026982313	0.0020842738	0.05475243	-0.03194049
0.115409	-0.09012396	0.27268678	-0.107461184	0.114978366	0.1943166	-0.14191361	-0.066300966
0.0050541987	0.04993821	0.18006115	0.00077928277	-0.018681513	0.13279393	0.013116484	-0.04656064
0.15789084	-0.14618866	0.24390489	-0.17182279	0.1295735	0.19407229	-0.14637867	-0.12475196
-0.041631505	0.004443793	0.08240672	0.0754281	-0.00015710335	0.094548106	0.059487585	0.004111303
0.08748356	-0.05322322	0.05956178	-0.057302248	0.07825594	0.14993368	-0.11172143	-0.034995284
-0.13611972	0.07112137	0.16251153	0.09598222	-0.09197708	0.039128937	0.07585037	0.07100595
0.014917552	0.026829854	0.13587679	0.04384979	-0.028629556	0.20191027	-0.003891491	-0.040423166
0.033294387	-0.014199728	0.116544366	-0.036748014	-0.010014235	0.1959051	-0.024133833	-0.04683509
-0.037755173	0.041166157	0.15997717	0.06920183	-0.01323266	0.03293005	0.034523062	-0.026519464
0.015111166	0.003371067	0.13849416	0.0028908062	0.08084571	0.16689007	-0.06392839	-0.018952804
-0.013293664	0.0664704	0.09738215	0.053151455	-0.0027355354	0.08022208	0.07925258	0.024431149
0.08177863	-0.07457652	0.15022764	-0.09724087	0.11079924	0.17584395	-0.08669075	-0.043333173
0.06457977	0.008605925	0.12898436	-0.025796365	0.03341314	0.14579777	-0.0049286233	-0.056138724
-0.020551207	0.04155248	0.07604573	0.04559305	0.0126115205	0.071330056	0.052671134	-0.009424802
-0.014101633	0.042673755	0.23485945	0.014649387	-0.05315979	0.15899196	0.0007262192	0.008021536
-0.072005786	0.043529578	0.11468619	0.05856203	0.0004908505	0.1729115	0.0075868517	0.018082766
-0.016013661	0.0010820485	0.22316395	0.01000823	0.00057891745	0.18881571	0.0085970685	-0.0006452483
0.17998949	-0.17384534	0.31926844	-0.09502166	0.092264146	0.30685902	-0.18037674	-0.0055640694
-0.012955616	0.0077852164	0.15279317	0.024011057	-0.022584355	0.1628254	-0.009036709	-0.023587974
-0.09784951	0.079864904	0.044251718	0.025823902	0.07704619	-0.035359826	0.05201801	-0.03893881
-0.06982183	0.041000646	0.06319249	0.05820914	0.0044238656	0.09414567	0.104860514	-0.018770682
0.155284	-0.123135455	0.12014012	-0.07207565	0.1468346	0.17386563	-0.19286682	-0.090900965
0.15120691	-0.16096313	0.36054528	-0.15056981	0.1791243	0.29038534	-0.21988946	-0.040018246
0.033181015	-0.0179091	0.15992588	-0.063303195	0.09679457	0.11049218	-0.042807795	-0.039534915
0.06999694	-0.08622444	0.12495013	-0.08776555	-0.0021996647	0.15376204	-0.08135872	-0.06998479
